Entity,Code,Year,Solar (TWh growth – sub method),Coal (TWh growth – sub method),Gas (TWh growth – sub method),Other renewables (TWh growth – sub method),Nuclear (TWh growth – sub method),Hydro (TWh growth – sub method),Wind (TWh growth – sub method),Oil (TWh growth – sub method)
New Zealand,NZL,1985,0,-1.051,7.464,-0.356,0,-1.858,0,-2.422
New Zealand,NZL,1986,0,1.891,7.247,0.202,0,6.638,0,-3.533
New Zealand,NZL,1987,0,-2.407,-1.432,-0.014,0,-0.47,0,7.504
New Zealand,NZL,1988,0,1.016,3.952,0.026,0,2.873,0,-1.28
New Zealand,NZL,1989,0,1.168,-19.128,1.369,0,-1.122,0,0.675
New Zealand,NZL,1990,0,-0.406,20.457,0.966,0,1.74,0,5.201
New Zealand,NZL,1991,0,-0.648,3.897,0.491,0,-0.808,0,0.89
New Zealand,NZL,1992,0,1.343,2.815,-0.067,0,-5.005,0.002,1.24
New Zealand,NZL,1993,0,-0.217,-1.259,0.339,0,6.667,0.001,0.197
New Zealand,NZL,1994,0,-0.789,-3.129,-0.407,0,6.512,0,8.03
New Zealand,NZL,1995,0,0.038,-2.14,-0.153,0,4.716,0,5.334
New Zealand,NZL,1996,0,-0.198,6.243,-0.156,0,-3.755,0.02,1.051
New Zealand,NZL,1997,0,1.071,3.93,0.255,0,-8.124,0.015,3.164
New Zealand,NZL,1998,0,-1.281,-6.492,1.022,0,5.725,0.024,1.148
New Zealand,NZL,1999,0,0.324,6.921,0.621,0,-6.666,0.047,0.856
New Zealand,NZL,2000,0,-0.711,3.519,0.473,0,4.21,0.226,1.608
New Zealand,NZL,2001,0,3.067,3.239,-0.544,0,-8.041,0.05,0.552
New Zealand,NZL,2002,0,-0.008,-2.809,-0.413,0,8.366,0.043,2.506
New Zealand,NZL,2003,0,7.056,-14.537,-0.238,0,-3.843,-0.027,4.816
New Zealand,NZL,2004,0,0.764,-3.911,0.23,0,9.382,0.579,0.128
New Zealand,NZL,2005,0,2.689,-3.154,1.06,0,-10.991,0.674,2.292
New Zealand,NZL,2006,0,-0.406,0.588,0.634,0,0.262,0.011,0.84
New Zealand,NZL,2007,0.009,-6.3,4.019,0.449,0,-0.215,0.807,0.806
New Zealand,NZL,2008,0,4.751,-3.099,1.641,0,-3.804,0.324,0.777
New Zealand,NZL,2009,0,-5.653,1.103,1.731,0,4.542,1.079,-3.42
New Zealand,NZL,2010,0.001,-2.747,3.85,2.518,0,0.938,0.395,0.044
New Zealand,NZL,2011,0.001,0.198,-3.852,0.562,0,0.602,0.803,2.491
New Zealand,NZL,2012,0.002,4.002,4.431,0.1,0,-6.097,0.283,-1.397
New Zealand,NZL,2013,0.005,-2.395,2.18,0.495,0,-0.016,-0.179,0.682
New Zealand,NZL,2014,0.029,-1.368,5.339,2.083,0,2.927,0.451,1.671
New Zealand,NZL,2015,0.045,0.164,-3.508,1.337,0,0.168,0.353,3.804
New Zealand,NZL,2016,0.05,-2.877,-0.684,-0.091,0,3.135,-0.119,2.068
New Zealand,NZL,2017,0.049,0.74,1.379,-0.111,0,-2.241,-0.645,4.056
New Zealand,NZL,2018,0.056,0.552,-5.263,-0.35,0,2.391,-0.077,0.444
New Zealand,NZL,2019,0.067,2.147,3.906,0.107,0,-1.985,0.445,0.414
North America,,1966,0,153.601,348.557,2.027,5.57,42.027,0,371.923
North America,,1967,0,-63.535,253.208,0.032,6.191,86.408,0,326.24
North America,,1968,0,131.694,367.626,4.09,16.374,13.43,0,562.255
North America,,1969,0,7.752,439.146,1.892,3.011,119.655,0,462.185
North America,,1970,0,-17.72,329.598,0.025,24.442,18.227,0,394.225
North America,,1971,0,-192.009,205.114,0.968,56.633,62.924,0,327.202
North America,,1972,0,124.329,113.753,5.802,54.922,73.886,0,779.953
North America,,1973,0,255.596,-10.654,4.105,108.273,37.088,0,594.967
North America,,1974,0,-81.054,-194.511,1.99,87.62,126.172,0,-339.693
North America,,1975,0,-1.982,-453.87,-1.653,165.233,-29.98,0,-168.07
North America,,1976,0,284.072,106.418,9.94,67.843,-11.39,0,779.934
North America,,1977,0,161.187,-79.531,3.74,199.589,-151.581,0,580.696
North America,,1978,0,-90.803,58.161,3.366,88.119,201.673,0,-47.618
North America,,1979,0,342.355,219.634,4.753,-50.827,28.513,0,-138.921
North America,,1980,0,153.175,-101.294,2.086,-4.141,5.544,0,-707.833
North America,,1981,0,137.24,-124.746,3.801,68.688,19.674,0,-648.264
North America,,1982,0,-143.488,-320.275,-1.11,24.726,108.627,0,-552.61
North America,,1983,0.008,176.328,-314.95,9.452,60.419,80.873,0.007,-125.93
North America,,1984,0.006,360.718,363.348,16.983,109.288,33.196,0.011,347.634
North America,,1985,0.015,103.704,-148.852,0.985,186.996,-50.163,0.001,-5.205
North America,,1986,0.01,-79.873,-345.04,11.805,118.585,26.813,-0.004,364.521
North America,,1987,-0.01,228.586,287.477,15.097,137.212,-105.573,-0.002,254.974
North America,,1988,-0.004,254.187,273.237,0.324,225.229,-92.349,-0.007,423.873
North America,,1989,0.678,65.335,347.873,20.817,-1.864,91.312,5.924,85.641
North America,,1990,0.33,11.194,0.423,26.475,126.988,60.881,1.904,-186.64
North America,,1991,0.301,-61.777,131.956,10.642,141.018,13.284,0.456,-214.956
North America,,1992,-0.184,42.558,218.114,14.66,5.273,-66.148,-0.019,216.112
North America,,1993,0.187,168.432,178.308,7.21,14.84,96.405,0.332,80.716
North America,,1994,0.077,46.376,174.874,0.18,124.565,-57.365,1.249,332.503
North America,,1995,0.04,69.115,279.611,-4.136,80.503,181.695,-0.788,-52.708
North America,,1996,0.083,269.186,128.012,4.782,-11.697,168.332,0.201,398.559
North America,,1997,-0.021,137.758,53.483,3.701,-155.831,-6.842,0.168,202.361
North America,,1998,-0.011,82.732,-96.592,2.421,97.99,-148.508,-0.728,243.929
North America,,1999,-0.009,-21.458,78.298,2.05,167.077,46.573,4.386,297.331
North America,,2000,0.009,292.696,312.796,1.049,68.114,-88.117,3.39,165.187
North America,,2001,0.156,-163.677,-326.34,0.984,39.684,-266.952,3.259,-19.29
North America,,2002,0.073,55.849,277.558,12.665,16.126,160.143,10.107,-8.938
North America,,2003,0.014,78.521,-121.623,-2.11,-62.412,-28.39,2.873,227.364
North America,,2004,0.205,20.415,39.852,2.031,93.343,-10.41,8.568,478.305
North America,,2005,0.136,120.315,-60.185,0.837,-25.689,69.871,11.332,30.968
North America,,2006,0.203,-97.825,-43.377,-2.543,14.957,23.074,25.835,-169.289
North America,,2007,0.719,85.608,419.694,2.762,25.071,-93.18,22.546,8.712
North America,,2008,1.443,-125.154,61.414,-5.947,-11.311,68.034,57.296,-751.719
North America,,2009,1.35,-817.254,-88.61,-0.874,-49.467,-13.04,56.489,-639.037
North America,,2010,2.796,361.426,331.559,6.787,-3.457,-65.815,60.48,244.715
North America,,2011,5.269,-334.303,240.316,-0.049,-42.308,202.937,69.991,-151.576
North America,,2012,11.856,-669.565,324.36,2.024,-71.418,-119.312,59.768,-232.842
North America,,2013,19.45,179.209,300.953,9.572,68.454,-10.258,68.277,128.601
North America,,2014,35.136,-24.947,216.199,3.518,11.647,-33.975,42.639,39.586
North America,,2015,27.375,-679.068,234.138,-1.119,-23.38,-54.799,61.749,156.405
North America,,2016,40.547,-385.374,41.999,-0.896,4.807,41.317,102.807,98.957
North America,,2017,58.83,-76.808,-29.68,-1.573,-15.683,98.313,67.018,64.538
North America,,2018,44.812,-218.11,904.484,-7.534,-2.956,-48.756,51.982,238.11
North America,,2019,57.932,-581.389,318.293,-5.974,-7.581,-83.134,79.247,-111.614
North Macedonia,MKD,1991,0,0.067,0,0,0,0.992,0,-1.335
North Macedonia,MKD,1992,0,-0.091,0,0,0,0,0,0.881
North Macedonia,MKD,1993,0,0.077,0,0,0,-0.906,0,0.93
North Macedonia,MKD,1994,0,0.602,0,0,0,0.481,0,-2.951
North Macedonia,MKD,1995,0,0.507,0,0,0,0.294,0,-0.611
North Macedonia,MKD,1996,0,-0.54,0,0,0,0.136,0,5.024
North Macedonia,MKD,1997,0,-1.041,0,0,0,0.139,0,-2.374
North Macedonia,MKD,1998,0,4.408,0.192,0,0,0.508,0,-1.231
North Macedonia,MKD,1999,0,-2.488,0.163,0,0,0.85,0,0.001
North Macedonia,MKD,2000,0,-1.422,0.22,0,0,-0.608,0,0.193
North Macedonia,MKD,2001,0,1.643,0.192,0,0,-1.522,0,-2.037
North Macedonia,MKD,2002,0,-2.245,0.019,0,0,0.348,0,1.193
North Macedonia,MKD,2003,0,2.263,-0.086,0,0,1.668,0,-0.338
North Macedonia,MKD,2004,0,-0.855,-0.019,0,0,0.269,0,0.19
North Macedonia,MKD,2005,0,0.616,0.047,0,0,0.002,0,0.305
North Macedonia,MKD,2006,0,-0.479,0.052,0,0,0.397,0,0.547
North Macedonia,MKD,2007,0,0.431,0.215,0,0,-1.728,0,0.945
North Macedonia,MKD,2008,0,0.42,0.136,0,0,-0.465,0,-1.185
North Macedonia,MKD,2009,0,-1.788,-0.381,0,0,1.114,0,0.504
North Macedonia,MKD,2010,0,-0.493,0.36,0,0,3.007,0,-0.421
North Macedonia,MKD,2011,0.003,2.139,0.174,0,0,-2.625,0,0.396
North Macedonia,MKD,2012,0.004,-1.01,0.048,0,0,-1.032,0,-0.381
North Macedonia,MKD,2013,0.016,-2.647,0.176,0,0,1.374,0,-0.264
North Macedonia,MKD,2014,0.013,-1.012,-0.214,0,0,-0.985,0.18,-0.084
North Macedonia,MKD,2015,0.021,-1.232,0.009,0.051,0,1.648,0.126,0.767
North Macedonia,MKD,2016,0.002,-1.108,0.745,0.039,0,0.053,-0.03,1.395
North Macedonia,MKD,2017,0,0.948,0.585,0.038,0,-1.996,0.001,-0.618
North Macedonia,MKD,2018,-0.003,-1.075,-0.204,0.005,0,1.677,-0.034,-0.518
North Macedonia,MKD,2019,0.001,2.217,0.399,0.002,0,-1.571,0.01,0.976
Norway,NOR,1966,0,-0.704,0,0,0,-1.967,0,7.768
Norway,NOR,1967,0,0.408,0,0,0,12.658,0,2.406
Norway,NOR,1968,0,0.154,0,0,0,19.178,0,7.916
Norway,NOR,1969,0,0.997,0,0,0,-7.872,0,7.783
Norway,NOR,1970,0,0.209,0,0,0,1.214,0,10.834
Norway,NOR,1971,0,-0.592,0,0,0,15.103,0,-1.023
Norway,NOR,1972,0,0.802,0,0,0,11.589,0,4.551
Norway,NOR,1973,0,0.762,0,0,0,15.139,0,1.614
Norway,NOR,1974,0,1.186,0,0,0,10.361,0,-9.209
Norway,NOR,1975,0,-0.595,0,0,0,2.036,0,3.275
Norway,NOR,1976,0,-0.404,0,0,0,12.786,0,10.208
Norway,NOR,1977,0,-1.542,3.989,0,0,-27.531,0,-1.582
Norway,NOR,1978,0,0.292,2.71,0,0,24.122,0,11.797
Norway,NOR,1979,0,2.416,0.954,0,0,22.2,0,-0.642
Norway,NOR,1980,0,-0.912,0.57,0,0,-14.125,0,-3.929
Norway,NOR,1981,0,0.02,1.884,0,0,25.614,0,-7.901
Norway,NOR,1982,0,-0.435,0.802,0,0,-0.931,0,-4.071
Norway,NOR,1983,0,0.715,1.372,0,0,36.636,0,-1.8
Norway,NOR,1984,0,1.414,-0.465,0,0,0.597,0,3.868
Norway,NOR,1985,0,-0.053,0.64,0.014,0,-9.778,0,5.035
Norway,NOR,1986,0,-1.416,1.268,0.058,0,-17.172,0,7.759
Norway,NOR,1987,0,-0.393,1.384,-0.014,0,19.644,0,-0.379
Norway,NOR,1988,0,0.298,3.919,0.017,0,15.511,0,-7.002
Norway,NOR,1989,0,-1.425,2.047,0.006,0,26.508,0,1.244
Norway,NOR,1990,0,-0.64,1.244,0.511,0,7.625,0,-4.099
Norway,NOR,1991,0,-1.038,2.826,-0.011,0,-30.586,0,-7.822
Norway,NOR,1992,0,0.039,1.919,0.05,0,18.158,0,2.927
Norway,NOR,1993,0,0.687,1.407,0.044,0,7.117,0,5.646
Norway,NOR,1994,0,1.163,2.093,0.075,0,-21.083,0,2.145
Norway,NOR,1995,0,0.945,0.291,0.053,0,27.464,0,-1.216
Norway,NOR,1996,0,-0.062,2.64,0.039,0,-49.078,0,7.542
Norway,NOR,1997,0,-0.086,5.187,-0.172,0,16.425,0,1.553
Norway,NOR,1998,0,0.945,0.826,0.081,0,16.467,0,0.223
Norway,NOR,1999,0,-0.757,-1.768,0.008,0,15.969,0.04,-0.994
Norway,NOR,2000,0.015,0.273,4.629,-0.047,0,56.572,0.044,-8.421
Norway,NOR,2001,0,-1.257,-3.105,-0.007,0,-61.492,-0.005,14.322
Norway,NOR,2002,0,-1.366,2.64,-0.018,0,22.283,0.027,-3.849
Norway,NOR,2003,0.002,-0.211,3.245,0.214,0,-67.364,0.492,3.767
Norway,NOR,2004,0,1.124,2.593,0.073,0,7.105,0.104,-2.566
Norway,NOR,2005,0,-1.436,-4.042,-0.076,0,70.513,0.661,-0.378
Norway,NOR,2006,0.002,-1.194,-0.644,0.141,0,-45.915,0.336,2.676
Norway,NOR,2007,0,0.718,-1.3,-0.012,0,35.956,0.669,-0.726
Norway,NOR,2008,0.001,0.242,1.194,0.023,0,12.018,0.041,-1.69
Norway,NOR,2009,0.001,-1.665,-1.918,-0.452,0,-38.367,0.153,1.147
Norway,NOR,2010,0.001,2.361,-0.217,0.301,0,-24.265,-0.271,4.933
Norway,NOR,2011,0.001,0.972,-0.617,-0.018,0,7.32,1.033,-3.482
Norway,NOR,2012,0.001,-0.306,-0.179,-0.039,0,53.353,0.662,-1.202
Norway,NOR,2013,0.002,-0.5,-0.277,0.174,0,-36.978,0.829,2.21
Norway,NOR,2014,0.004,0.861,3.273,-0.357,0,16.575,0.826,-7.45
Norway,NOR,2015,0.004,-1.026,2.082,-0.009,0,2.661,0.72,2.103
Norway,NOR,2016,0.026,0.237,-1.372,-0.062,0,10.81,-1.042,-5.302
Norway,NOR,2017,0.042,0.413,2.123,-0.061,0,-3.264,1.814,-1.057
Norway,NOR,2018,0.11,-0.223,-1.019,-0.018,0,-9.441,2.501,4.731
Norway,NOR,2019,0.067,0.057,0.111,0.138,0,-35.284,4.077,-7.179
Oman,OMN,1966,0,0,0,0,0,0,0,0.228
Oman,OMN,1967,0,0,0,0,0,0,0,0.24
Oman,OMN,1968,0,0,0,0,0,0,0,0.263
Oman,OMN,1969,0,0,0,0,0,0,0,0.251
Oman,OMN,1970,0,0,0,0,0,0,0,0.288
Oman,OMN,1971,0,0,0,0,0,0,0,8.91
Oman,OMN,1972,0,0,0,0,0,0,0,2.206
Oman,OMN,1973,0,0,0,0,0,0,0,-2.301
Oman,OMN,1974,0,0,0,0,0,0,0,-1.248
Oman,OMN,1975,0,0,0,0,0,0,0,-1.223
Oman,OMN,1976,0,0,0,0,0,0,0,1.952
Oman,OMN,1977,0,0,0,0,0,0,0,-0.544
Oman,OMN,1978,0,0,3.025,0,0,0,0,-0.695
Oman,OMN,1979,0,0,2.064,0,0,0,0,0.467
Oman,OMN,1980,0,0,1.371,0,0,0,0,-3.486
Oman,OMN,1981,0,0,1.155,0,0,0,0,-0.185
Oman,OMN,1982,0,0,0.716,0,0,0,0,5.138
Oman,OMN,1983,0,0,2.017,0,0,0,0,-3.549
Oman,OMN,1984,0,0,2.658,0,0,0,0,7.486
Oman,OMN,1985,0,0,3.553,0,0,0,0,-2.476
Oman,OMN,1986,0,0,2.799,0,0,0,0,-4.911
Oman,OMN,1987,0,0,2.328,0,0,0,0,1.648
Oman,OMN,1988,0,0,0.137,0,0,0,0,-1.183
Oman,OMN,1989,0,0,0.825,0,0,0,0,3.806
Oman,OMN,1990,0,0,1.828,0,0,0,0,8.016
Oman,OMN,1991,0,0,0.339,0,0,0,0,15.665
Oman,OMN,1992,0,0,2.309,0,0,0,0,-4.686
Oman,OMN,1993,0,0,-1.093,0,0,0,0,-1.56
Oman,OMN,1994,0,0,1.225,0,0,0,0,-4.223
Oman,OMN,1995,0,0,6.087,0,0,0,0,2.972
Oman,OMN,1996,0,0,3.088,0,0,0,0,-1.204
Oman,OMN,1997,0,0,5.687,0,0,0,0,-3.758
Oman,OMN,1998,0,0,1.8,0,0,0,0,0.134
Oman,OMN,1999,0,0,3.113,0,0,0,0,7.722
Oman,OMN,2000,0,0.003,29.647,0,0,0,0,2.396
Oman,OMN,2001,0,-0.001,7.597,0,0,0,0,4.363
Oman,OMN,2002,0,0.002,4.006,0,0,0,0,7.152
Oman,OMN,2003,0,-0.004,6.964,0,0,0,0,-2.026
Oman,OMN,2004,0,0.009,-9.049,0,0,0,0,-1.097
Oman,OMN,2005,0,-0.006,21.586,0,0,0,0,5.303
Oman,OMN,2006,0,0.032,12.575,0,0,0,0,2.133
Oman,OMN,2007,0,-0.028,1.411,0,0,0,0,-1.905
Oman,OMN,2008,0,0.006,11.842,0,0,0,0,18.389
Oman,OMN,2009,0,0.002,3.565,0,0,0,0,-3.189
Oman,OMN,2010,0,0.328,25.818,0,0,0,0,9.568
Oman,OMN,2011,0,-0.226,18.142,0,0,0,0,4.262
Oman,OMN,2012,0,0.241,15.734,0,0,0,0,6.857
Oman,OMN,2013,0.003,0.163,19.884,0,0,0,0,13.403
Oman,OMN,2014,0,-0.107,-4.177,0,0,0,0,2.867
Oman,OMN,2015,0.006,0.156,17.129,0,0,0,0,0.596
Oman,OMN,2016,0,0.068,-1.301,0,0,0,0,2.491
Oman,OMN,2017,0,0.243,5.043,0,0,0,0,31.666
Oman,OMN,2018,0,-0.017,16.303,0,0,0,0,23.592
Oman,OMN,2019,0,1.045,0.344,0,0,0,0,6.263
Pakistan,PAK,1966,0,-2.5,1.921,0,0,0,0,1.196
Pakistan,PAK,1967,0,-0.535,2.781,0,0,1.129,0,5.431
Pakistan,PAK,1968,0,1.314,2.38,0,0,1.461,0,7.162
Pakistan,PAK,1969,0,-1.43,5.068,0,0,0.479,0,-3.647
Pakistan,PAK,1970,0,-2.152,2.184,0,0,-1.056,0,-0.588
Pakistan,PAK,1971,0,-2.233,-0.084,0,0.135,2.48,0,-3.248
Pakistan,PAK,1972,0,-1.686,-2.125,0,0.43,0.552,0,-8.946
Pakistan,PAK,1973,0,-0.047,3.741,0,0.491,0.614,0,1.054
Pakistan,PAK,1974,0,-0.57,3.257,0,0.417,0.061,0,3.354
Pakistan,PAK,1975,0,-0.186,4.183,0,0.221,1.78,0,1.792
Pakistan,PAK,1976,0,-0.058,0.752,0,-0.258,1.166,0,0.015
Pakistan,PAK,1977,0,0.523,3.591,0,-0.528,2.774,0,2.557
Pakistan,PAK,1978,0,0.419,1.169,0,-0.442,4.235,0,2.813
Pakistan,PAK,1979,0,0.791,5.511,0,-0.319,1.768,0,3.678
Pakistan,PAK,1980,0,0.5,10.855,0,0.074,1.142,0,2.559
Pakistan,PAK,1981,0,1.105,5.428,0,0.246,1.093,0,3.684
Pakistan,PAK,1982,0,1.244,5.929,0,0.098,3.229,0,6.402
Pakistan,PAK,1983,0,1.419,-1.002,0,0.196,4.591,0,7.157
Pakistan,PAK,1984,0,1.605,1.837,0,0.16,1.228,0,6.526
Pakistan,PAK,1985,0,1.826,1.503,0,0.16,1.35,0,5.644
Pakistan,PAK,1986,0,2.07,5.344,0,0.381,-1.584,0,6.959
Pakistan,PAK,1987,0,2.361,5.595,0,-0.614,10.889,0,9.227
Pakistan,PAK,1988,0,0.907,5.094,0,-0.307,2.197,0,8.148
Pakistan,PAK,1989,0,1.977,5.929,0,-0.209,0.773,0,8.168
Pakistan,PAK,1990,0,1.361,6.513,0,0.835,-0.994,0,5.585
Pakistan,PAK,1991,0,-0.244,8.183,0,0,3.327,0,6.723
Pakistan,PAK,1992,0,0.64,-2.088,0,0.368,4.616,0,12.486
Pakistan,PAK,1993,0,1.221,16.366,0,-0.405,5.524,0,13.231
Pakistan,PAK,1994,0,-0.186,2.422,0,0.503,-1.129,0,11.521
Pakistan,PAK,1995,0,0.209,3.257,0,-0.184,3.388,0,14.413
Pakistan,PAK,1996,0,0.349,11.273,0,-0.54,5.696,0,9.614
Pakistan,PAK,1997,0,-1.698,-0.418,0,0.344,-17.641,0,6.001
Pakistan,PAK,1998,0,0.023,7.515,0,-0.16,15.726,0,6.849
Pakistan,PAK,1999,0,0.012,20.875,0,-0.872,-7.231,0,7.574
Pakistan,PAK,2000,0,-0.802,10.02,2.574,2.406,-10.963,0,7.068
Pakistan,PAK,2001,0,0.896,10.02,-0.167,3.13,1.708,0,-4.36
Pakistan,PAK,2002,0,2.966,15.949,0.228,-0.558,5.503,0,-5.526
Pakistan,PAK,2003,0,7.419,50.01,0.202,-0.009,11.029,0,-23.957
Pakistan,PAK,2004,0,4.082,51.262,0.077,1.348,3.954,0,2.118
Pakistan,PAK,2005,0,4.359,19.336,-2.914,0.289,11.611,0,-9.462
Pakistan,PAK,2006,0,2.846,7.093,0,-0.056,-1.719,0,27.043
Pakistan,PAK,2007,0.001,17.012,4.808,0,-0.614,3.287,0,18.378
Pakistan,PAK,2008,0.004,6.493,8.074,0,-1.546,-11.978,0,3.394
Pakistan,PAK,2009,0.01,-12.371,0.941,0,2.062,3.245,0,15.462
Pakistan,PAK,2010,0.021,-3.456,6.467,0,-0.046,2.312,0,-2.291
Pakistan,PAK,2011,0.035,-7.431,-0.087,0,3.586,1.559,0,1.652
Pakistan,PAK,2012,0.1,0.649,12.576,0,-3.22,-51.604,0,-7.6
Pakistan,PAK,2013,0.201,-9.774,-10.115,0,11.092,99.452,1.016,22.88
Pakistan,PAK,2014,0.235,17.718,-5.99,0,-7.003,-45.004,1.025,8.915
Pakistan,PAK,2015,0.325,-0.893,15.475,1.407,0.109,0.772,-0.053,24.234
Pakistan,PAK,2016,0.728,8.019,21.165,0.535,2.396,4.145,1.555,34.888
Pakistan,PAK,2017,0.566,20.999,20.889,0.529,6.1,-10.476,1.709,10.645
Pakistan,PAK,2018,0.313,54.415,28.48,0.007,4.66,-4.208,2.547,-56.439
Pakistan,PAK,2019,0.337,15.401,20.767,-0.137,-0.776,15.804,4.032,-32.383
Peru,PER,1966,0,0.11,0.164,0,0,0.561,0,11.31
Peru,PER,1967,0,0.067,-0.25,0,0,0.947,0,0.442
Peru,PER,1968,0,-0.005,0.404,0,0,0.644,0,0.222
Peru,PER,1969,0,0.405,0.077,0,0,0.836,0,-0.818
Peru,PER,1970,0,0.014,-0.077,0,0,-0.458,0,2.796
Peru,PER,1971,0,0.407,0.77,0.631,0,2.083,0,-0.595
Peru,PER,1972,0,0.116,-0.183,0,0,0.414,0,-8.357
Peru,PER,1973,0,0.221,-0.096,0.008,0,0.928,0,9.151
Peru,PER,1974,0,0.116,0.135,0.1,0,1.242,0,10.948
Peru,PER,1975,0,0.081,1.078,0,0,0.697,0,0.866
Peru,PER,1976,0,-0.442,0.481,-0.058,0,0.906,0,0.612
Peru,PER,1977,0,0.221,-0.043,-0.008,0,0.644,0,-0.237
Peru,PER,1978,0,-0.256,0.274,-0.075,0,0.464,0,-0.9
Peru,PER,1979,0,0.093,-0.481,-0.144,0,1.419,0,2.998
Peru,PER,1980,0,0.082,0.443,-0.217,0,0.853,0,5.661
Peru,PER,1981,0,0.023,0.943,-0.025,0,2.739,0,1.635
Peru,PER,1982,0,0.221,0.361,0.208,0,1.111,0,-2.002
Peru,PER,1983,0,-0.291,-2.613,-0.017,0,-0.803,0,-9.242
Peru,PER,1984,0,-0.325,1.771,-0.008,0,1.656,0,2.256
Peru,PER,1985,0,0.116,-1.502,0.075,0,1.886,0,-1.455
Peru,PER,1986,0,0.5,0.322,-0.042,0,1.883,0,4.581
Peru,PER,1987,0,0.244,-0.034,-0.05,0,2.272,0,5.804
Peru,PER,1988,0,-0.035,-0.318,0,0,-1.264,0,-1.231
Peru,PER,1989,0,0.233,-0.804,0.025,0,0.233,0,-9.155
Peru,PER,1990,0,-0.651,-0.193,-0.025,0,-0.106,0,-0.176
Peru,PER,1991,0,1.581,-0.265,-0.008,0,2.842,0,-5.088
Peru,PER,1992,0,-0.07,-0.395,0,0,-5.008,0,3.012
Peru,PER,1993,0,0.163,0.193,-0.067,0,5.861,0,2.847
Peru,PER,1994,0,0.779,0.164,0.028,0,2.633,0,6.169
Peru,PER,1995,0,0.209,-0.125,0.064,0,0.529,0,10.259
Peru,PER,1996,0,0.209,0.058,-0.014,0,1.072,0.001,3.158
Peru,PER,1997,0,0.186,-1.598,0.047,0,-0.303,0.001,2.851
Peru,PER,1998,0,0.457,1.617,-0.078,0,1.649,0,-3.171
Peru,PER,1999,0,-0.484,0.019,0.036,0,2.034,0,2.382
Peru,PER,2000,0,2.609,-0.63,0.053,0,4.543,0.001,-2.418
Peru,PER,2001,0,-0.679,0.236,0.011,0,3.679,0.001,-5.109
Peru,PER,2002,0,2.455,0.693,0.06,0,0.853,0,-0.8
Peru,PER,2003,0,0.666,0.78,0.024,0,1.028,0,-4.636
Peru,PER,2004,0,0.794,3.244,-0.12,0,-3.051,0,8.719
Peru,PER,2005,0,0.157,6.322,0.522,0,0.915,0,-0.788
Peru,PER,2006,0,-1.599,2.487,-0.006,0,4.019,0,-4.503
Peru,PER,2007,0,2.921,8.666,0.177,0,-0.448,0,4.396
Peru,PER,2008,0,-1.304,6.942,0.107,0,-1.614,0,9.788
Peru,PER,2009,0,-1.091,0.743,-0.007,0,1.904,0,2.553
Peru,PER,2010,0,-0.186,20.802,0.548,0,0.066,0,3.449
Peru,PER,2011,0,0.054,8.691,-0.006,0,3.582,0,16.222
Peru,PER,2012,0.154,0.64,5.689,-0.029,0,0.884,0,-5.728
Peru,PER,2013,0.35,0.087,-1.592,0.737,0,0.395,0,5.832
Peru,PER,2014,0.003,-0.128,7.29,0.828,0,-0.619,0.652,-2.074
Peru,PER,2015,0.075,-0.687,2.115,-0.991,0,3.398,0.848,12.082
Peru,PER,2016,0.026,1.966,8.502,-0.677,0,-0.005,1.147,6.729
Peru,PER,2017,0.11,-1.272,-10.014,0.962,0,12.768,0.033,-2.149
Peru,PER,2018,1.135,-1.151,5.103,0.514,0,3.708,1.051,4.533
Peru,PER,2019,0.034,-2.919,2.977,0.904,0,1.82,0.342,2.407
Philippines,PHL,1966,0,-0.027,0,0,0,-0.083,0,4.52
Philippines,PHL,1967,0,-0.109,0,0,0,0.444,0,6.927
Philippines,PHL,1968,0,-0.206,0,0,0,0.111,0,8.682
Philippines,PHL,1969,0,0.054,0,0,0,0.264,0,5.007
Philippines,PHL,1970,0,0,0,0,0,0.783,0,10.254
Philippines,PHL,1971,0,-0.005,0,0,0,-0.456,0,13.66
Philippines,PHL,1972,0,-0.005,0,0,0,0.761,0,-1.834
Philippines,PHL,1973,0,0,0,0,0,0.464,0,16.815
Philippines,PHL,1974,0,0.087,0,0,0,-0.897,0,-7.398
Philippines,PHL,1975,0,0.271,0,0,0,0.614,0,8.369
Philippines,PHL,1976,0,0.109,0,0,0,1.453,0,3.151
Philippines,PHL,1977,0,1.004,0,0.003,0,-1.892,0,10.874
Philippines,PHL,1978,0,-0.141,0,0.006,0,1.936,0,4.025
Philippines,PHL,1979,0,-0.195,0,1.761,0,0.194,0,4.232
Philippines,PHL,1980,0,0.277,0,3.911,0,1.781,0,-8.526
Philippines,PHL,1981,0,1.194,0,5.187,0,0.564,0,-7.705
Philippines,PHL,1982,0,0.326,0,-0.012,0,0.133,0,-4.55
Philippines,PHL,1983,0,2.583,0,2.853,0,0.542,0,5.336
Philippines,PHL,1984,0,3.451,0,1.176,0,3.639,0,-22.051
Philippines,PHL,1985,0,3.804,0,1.621,0,0.764,0,-11.033
Philippines,PHL,1986,0,-2.757,0,-1.025,0,1.289,0,4.543
Philippines,PHL,1987,0,0.651,0,-1.881,0,-2.139,0,14.975
Philippines,PHL,1988,0,2.898,0,0.908,0,2.825,0,8.424
Philippines,PHL,1989,0,-2.887,0,1.33,0,0.614,0,14.237
Philippines,PHL,1990,0,1.547,0,0.539,0,-1.175,0,5.926
